Blank OD is 14.6332
Time OD Volume Z Media ODpost
46308.15 0.5000 0.5061 704.3111 685.8950 1.0 0.4816
46422.47 0.5000 0.5043 698.9273 686.1087 1.0 0.4981
46536.73 0.5000 0.5030 695.2191 686.2580 1.0 0.4880
46650.93 0.5000 0.5079 710.4389 686.6544 1.0 0.5167
46765.20 0.5000 0.5046 700.6297 686.8835 1.0 0.4986
46879.43 0.5000 0.5084 712.3713 687.3013 1.0 0.4979
46993.68 0.5000 0.5123 724.8321 687.9166 1.0 0.4992
47107.95 0.5000 0.5086 714.0950 688.3458 1.0 0.4996
47222.22 0.5000 0.5093 716.6583 688.8099 1.0 0.5063
47336.47 0.5000 0.5170 740.6178 689.6592 1.0 0.4978
47450.75 0.5000 0.5073 712.0370 690.0261 1.0 0.4946
47565.03 0.5000 0.5156 737.4972 690.8043 1.0 0.5085
47679.27 0.5000 0.5110 724.4872 691.3565 1.0 0.4978
47793.45 0.5000 0.5078 715.0910 691.7455 1.0 0.4963
47907.77 0.5000 0.5102 722.9461 692.2570 1.0 0.4990
48022.04 0.5000 0.5113 726.8445 692.8240 1.0 0.5191
48136.32 0.5000 0.5213 757.9228 693.8912 1.0 0.5049
48250.52 0.5000 0.5168 744.9888 694.7289 1.0 0.4988
48364.76 0.5000 0.5185 751.2360 695.6552 1.0 0.5055
48479.05 0.5000 0.5210 759.7327 696.7057 1.0 0.5007
48593.33 0.5000 0.5167 747.5061 697.5385 1.0 0.5129
48707.52 0.5000 0.5122 734.8292 698.1498 1.0 0.5011
48821.74 0.5000 0.5185 754.5065 699.0737 1.0 0.5231
48936.01 0.5000 0.5200 759.9278 700.0713 1.0 0.4997
49050.32 0.5000 0.5133 740.7113 700.7375 1.0 0.4963
49164.63 0.5000 0.5102 731.8738 701.2480 1.0 0.4978
49278.95 0.5000 0.5077 724.8515 701.6349 1.0 0.4952
49393.27 0.5000 0.5070 723.1235 701.9872 1.0 0.5025
49507.51 0.5000 0.5073 724.1587 702.3506 1.0 0.4823
49621.77 0.5000 0.4987 698.2417 702.2833 1.0 0.5054
49736.01 0.5000 0.4972 693.7633 702.1436 1.0 0.4733
49850.22 0.5000 0.4924 678.8982 701.7625 1.0 0.4762
49964.54 0.5000 0.4968 691.9144 701.6011 1.0 0.4849
50078.81 0.5000 0.4883 665.8512 701.0150 1.0 0.4768
50193.08 0.5000 0.4878 663.8662 700.4060 1.0 0.4786
50307.36 0.5000 0.4927 678.0834 700.0401 1.0 0.4871
50421.55 0.5000 0.4909 672.3579 699.5863 1.0 0.4818
50535.79 0.5000 0.4960 687.5152 699.3884 1.0 0.5092
50650.09 0.5000 0.5030 708.4081 699.5363 1.0 0.4876
50764.34 0.5000 0.5018 705.1106 699.6276 1.0 0.4854
50878.61 0.5000 0.5035 710.4216 699.8046 1.0 0.4988
50992.86 0.5000 0.5037 711.2132 699.9916 1.0 0.4809
51107.14 0.5000 0.4978 693.2602 699.8813 1.0 0.4840
51221.38 0.5000 0.5027 708.1927 700.0175 1.0 0.4913
51335.56 0.5000 0.5020 706.1432 700.1179 1.0 0.4921
51449.88 0.5000 0.5015 704.7932 700.1946 1.0 0.5132
51564.15 0.5000 0.5022 706.9574 700.3054 1.0 0.4938
51678.35 0.5000 0.5098 730.2355 700.7961 1.0 0.4908
51792.58 0.5000 0.5078 724.4946 701.1846 1.0 0.5015
51906.90 0.5000 0.5071 722.6873 701.5371 1.0 0.5010
52021.11 0.5000 0.5137 743.2759 702.2214 1.0 0.5295
52135.41 0.5000 0.5136 743.7173 702.9016 1.0 0.4954
52249.69 0.5000 0.5099 733.1932 703.3982 1.0 0.5009
52364.00 0.5000 0.5095 732.4940 703.8752 1.0 0.5139
52478.32 0.5000 0.5140 746.5854 704.5753 1.0 0.4951
52592.59 0.5000 0.5074 727.2491 704.9470 1.0 0.4976
52706.86 0.5000 0.5165 755.4080 705.7743 1.0 0.5072
52821.06 0.5000 0.5172 758.1631 706.6331 1.0 0.5031
52935.38 0.5000 0.5160 755.5453 707.4349 1.0 0.5283
53049.66 0.5000 0.5122 744.6535 708.0451 1.0 0.4992
53163.90 0.5000 0.5126 746.5350 708.6761 1.0 0.5018
53278.15 0.5000 0.5091 736.4221 709.1309 1.0 0.5106
53392.40 0.5000 0.5125 747.2289 709.7555 1.0 0.4886
53506.59 0.5000 0.5070 731.2010 710.1070 1.0 0.5175
53620.90 0.5000 0.5006 711.8031 710.1349 1.0 0.4916
53735.12 0.5000 0.4963 698.8051 709.9491 1.0 0.4780
53849.37 0.5000 0.4938 691.0415 709.6392 1.0 0.4839
53963.64 0.5000 0.4939 691.1764 709.3365 1.0 0.4714
54077.83 0.5000 0.4882 673.2527 708.7450 1.0 0.4991
54192.05 0.5000 0.4955 695.0950 708.5212 1.0 0.4723
54306.37 0.5000 0.4909 680.8889 708.0682 1.0 0.4657
54420.62 0.5000 0.4848 661.6810 707.3077 1.0 0.4711
54534.89 0.5000 0.4806 648.0360 706.3361 1.0 0.4622
54649.08 0.5000 0.4812 648.9978 705.3961 1.0 0.4726
54763.39 0.5000 0.4793 642.3339 704.3623 1.0 0.4657
54877.66 0.5000 0.4767 633.1715 703.1952 1.0 0.4851
54991.93 0.5000 0.4775 634.5537 702.0700 1.0 0.4691
55106.18 0.5000 0.4802 641.7031 701.0803 1.0 0.4718
55220.46 0.5000 0.4839 651.9053 700.2742 1.0 0.4646
55334.73 0.5000 0.4811 642.6462 699.3295 1.0 0.4574
55448.92 0.5000 0.4758 625.5068 698.1193 1.0 0.4625
55563.11 0.5000 0.4738 618.3605 696.8117 1.0 0.4563
55677.35 0.5000 0.4704 606.4340 695.3301 1.0 0.4785
55791.63 0.5000 0.4819 640.1748 694.4260 1.0 0.4715
55905.90 0.5000 0.4807 635.5935 693.4615 1.0 0.4690
56020.22 0.5000 0.4828 641.1125 692.6033 1.0 0.4769
56134.47 0.5000 0.4876 654.7714 691.9831 1.0 0.4731
56248.68 0.5000 0.4942 674.3025 691.6933 1.0 0.4887
56362.91 0.5000 0.4940 673.4641 691.3944 1.0 0.4711
56477.14 0.5000 0.4919 666.5646 690.9874 1.0 0.4780
56591.38 0.5000 0.4936 671.5811 690.6692 1.0 0.4960
56705.60 0.5000 0.5002 691.3244 690.6800 1.0 0.4906
56819.88 0.5000 0.4976 683.4361 690.5612 1.0 0.4806
56934.16 0.5000 0.4992 687.9921 690.5191 1.0 0.4771
57048.35 0.5000 0.4936 670.9163 690.1978 1.0 0.4799
57162.66 0.5000 0.4926 667.6327 689.8278 1.0 0.4767
57276.94 0.5000 0.4932 668.9801 689.4861 1.0 0.4786
57391.15 0.5000 0.4893 656.7656 688.9497 1.0 0.4717
57505.37 0.5000 0.4913 662.3697 688.5139 1.0 0.5119
57619.68 0.5000 0.4902 658.7044 688.0253 1.0 0.4845
57733.95 0.5000 0.4887 653.5988 687.4609 1.0 0.4794
57848.14 0.5000 0.4991 684.5800 687.4137 1.0 0.5106
57962.45 0.5000 0.4964 676.4486 687.2339 1.0 0.4747
58076.69 0.5000 0.4878 650.1337 686.6257 1.0 0.4746
58190.93 0.5000 0.4941 668.7504 686.3327 1.0 0.5017
58305.20 0.5000 0.4879 649.3513 685.7264 1.0 0.4739
58419.52 0.5000 0.4791 622.0571 684.6827 1.0 0.4642
58533.84 0.5000 0.4781 617.8511 683.5871 1.0 0.4658
58648.16 0.5000 0.4806 624.4008 682.6168 1.0 0.4736
58762.43 0.5000 0.4868 642.3800 681.9572 1.0 0.4698
58876.70 0.5000 0.4769 611.4785 680.8018 1.0 0.4680
58990.98 0.5000 0.4805 621.3743 679.8276 1.0 0.4858
59105.21 0.5000 0.4855 635.5977 679.1025 1.0 0.4825
59219.40 0.5000 0.4973 670.7813 678.9661 1.0 0.5061
59333.72 0.5000 0.4948 662.9882 678.7041 1.0 0.4871
59448.00 0.5000 0.4986 674.3535 678.6328 1.0 0.4868
59562.19 0.5000 0.5008 680.9964 678.6716 1.0 0.4965
59676.46 0.5000 0.5011 681.9689 678.7256 1.0 0.4862
59790.68 0.5000 0.5008 681.1507 678.7654 1.0 0.4957
59905.00 0.5000 0.5021 685.1242 678.8696 1.0 0.4964
60019.23 0.5000 0.5031 688.2502 679.0234 1.0 0.4930
60133.50 0.5000 0.5092 707.1743 679.4849 1.0 0.5040
60247.77 0.5000 0.4980 673.4534 679.3860 1.0 0.4912
60362.05 0.5000 0.5021 685.8439 679.4919 1.0 0.4887
60476.32 0.5000 0.5010 682.4240 679.5399 1.0 0.4863
60590.59 0.5000 0.4972 671.0880 679.4014 1.0 0.4847
60704.87 0.5000 0.4967 669.2928 679.2357 1.0 0.4975
60819.18 0.5000 0.4991 676.6102 679.1926 1.0 0.4857
60933.51 0.5000 0.4998 678.6489 679.1837 1.0 0.4847
61047.85 0.5000 0.4980 672.9886 679.0822 1.0 0.4924
61162.17 0.5000 0.4946 662.6604 678.8130 1.0 0.4912
61276.48 0.5000 0.5048 693.3278 679.0509 1.0 0.4899
61390.77 0.5000 0.5104 710.8394 679.5720 1.0 0.4889
61505.06 0.5000 0.5004 680.7461 679.5913 1.0 0.4887
61619.35 0.5000 0.4967 669.5611 679.4268 1.0 0.5047
61733.64 0.5000 0.5031 688.9834 679.5835 1.0 0.4847
61847.86 0.5000 0.4987 675.6525 679.5191 1.0 0.4835
61962.13 0.5000 0.5016 684.4941 679.6006 1.0 0.4864
62076.35 0.5000 0.4962 667.8710 679.4083 1.0 0.4757
62190.66 0.5000 0.4907 651.0907 678.9441 1.0 0.4761
62304.95 0.5000 0.4874 640.4982 678.3138 1.0 0.4777
62419.16 0.5000 0.4952 663.6215 678.0730 1.0 0.4759
62533.47 0.5000 0.4919 653.3285 677.6673 1.0 0.4928
62647.70 0.5000 0.4956 664.2109 677.4467 1.0 0.4812
62761.97 0.5000 0.4871 637.9843 676.7998 1.0 0.4794
62876.27 0.5000 0.4930 655.5163 676.4509 1.0 0.4855
62990.47 0.5000 0.4972 668.0552 676.3133 1.0 0.4863
63104.80 0.5000 0.4943 658.9365 676.0284 1.0 0.5088
63219.08 0.5000 0.4952 661.4826 675.7900 1.0 0.4891
63333.36 0.5000 0.5062 694.7264 676.1004 1.0 0.4876
63447.65 0.5000 0.4956 662.8096 675.8825 1.0 0.4975
63561.94 0.5000 0.5063 695.0658 676.1970 1.0 0.4865
63676.23 0.5000 0.4978 669.3413 676.0846 1.0 0.4785
63790.51 0.5000 0.5014 680.4969 676.1569 1.0 0.4789
63904.79 0.5000 0.5039 688.1194 676.3530 1.0 0.4807
64019.08 0.5000 0.4969 666.8141 676.1967 1.0 0.5084
64133.37 0.5000 0.4966 665.8987 676.0278 1.0 0.4894
64247.65 0.5000 0.5031 685.5285 676.1836 1.0 0.4858
64361.94 0.5000 0.4975 668.5665 676.0587 1.0 0.4942
64476.22 0.5000 0.5013 680.1365 676.1256 1.0 0.4812
64590.42 0.5000 0.4974 668.0771 675.9936 1.0 0.4827
64704.71 0.5000 0.4968 666.1454 675.8322 1.0 0.4908
64818.90 0.5000 0.5060 694.0976 676.1316 1.0 0.4782
64933.13 0.5000 0.4894 643.7435 675.6007 1.0 0.4903
65047.45 0.5000 0.5015 680.3105 675.6779 1.0 0.4810
65161.66 0.5000 0.4919 651.0660 675.2744 1.0 0.4830
65275.97 0.5000 0.4966 664.9655 675.1054 1.0 0.4786
65390.18 0.5000 0.4914 648.8964 674.6757 1.0 0.4707
65504.40 0.5000 0.4880 638.1007 674.0762 1.0 0.4906
65618.72 0.5000 0.4902 644.2319 673.5869 1.0 0.4795
65733.01 0.5000 0.4933 653.2271 673.2531 1.0 0.4776
65847.29 0.5000 0.4925 650.2283 672.8757 1.0 0.4836
65961.58 0.5000 0.5003 673.6531 672.8884 1.0 0.4760
66075.86 0.5000 0.4895 640.8530 672.3633 1.0 0.5003
66190.15 0.5000 0.4949 656.8678 672.1092 1.0 0.4718
66304.39 0.5000 0.4941 654.0021 671.8124 1.0 0.4832
66418.68 0.5000 0.4928 649.7500 671.4507 1.0 0.4814
66532.97 0.5000 0.4937 652.3367 671.1374 1.0 0.4863
66647.25 0.5000 0.4974 663.2325 671.0078 1.0 0.5146
66761.54 0.5000 0.4968 661.3163 670.8489 1.0 0.4807
66875.82 0.5000 0.4969 661.2518 670.6916 1.0 0.4844
66990.16 0.5000 0.4992 668.2098 670.6509 1.0 0.5000
67104.49 0.5000 0.5102 701.6968 671.1598 1.0 0.4895
67218.74 0.5000 0.5038 682.8485 671.3515 1.0 0.4898
67333.02 0.5000 0.5014 675.6652 671.4222 1.0 0.4999
67447.31 0.5000 0.5116 706.7684 672.0016 1.0 0.4831
67561.51 0.5000 0.5052 687.8277 672.2611 1.0 0.5065
67675.81 0.5000 0.4969 662.7645 672.1054 1.0 0.4837
67790.10 0.5000 0.4867 631.5659 671.4408 1.0 0.4847
67904.35 0.5000 0.4946 654.8372 671.1686 1.0 0.4917
68018.65 0.5000 0.4950 655.9938 670.9198 1.0 0.4853
68132.93 0.5000 0.5025 678.5343 671.0447 1.0 0.5049
68247.21 0.5000 0.4989 667.5377 670.9872 1.0 0.4871
68361.41 0.5000 0.4935 651.1732 670.6624 1.0 0.4795
68475.74 0.5000 0.5010 673.6455 670.7113 1.0 0.4867
68590.02 0.5000 0.5016 675.4653 670.7892 1.0 0.4841
68704.30 0.5000 0.5027 679.0747 670.9250 1.0 0.5099
68818.58 0.5000 0.4922 647.1631 670.5355 1.0 0.4838
68932.82 0.5000 0.5008 672.8585 670.5736 1.0 0.4806
69047.10 0.5000 0.4973 662.4624 670.4406 1.0 0.4904
69161.36 0.5000 0.5058 687.9942 670.7284 1.0 0.4900
69275.62 0.5000 0.5036 681.6396 670.9072 1.0 0.5006
69389.88 0.5000 0.4991 668.0455 670.8603 1.0 0.4802
69504.15 0.5000 0.4903 641.2052 670.3742 1.0 0.4803
69618.45 0.5000 0.4893 637.7746 669.8398 1.0 0.4875
69732.73 0.5000 0.4964 659.0079 669.6622 1.0 0.4784
69846.98 0.5000 0.4920 645.1634 669.2606 1.0 0.4932
69961.18 0.5000 0.4988 665.4618 669.1983 1.0 0.4886
70075.43 0.5000 0.4992 666.6446 669.1564 1.0 0.4741
70189.68 0.5000 0.4957 655.9151 668.9394 1.0 0.4805
70303.91 0.5000 0.4881 632.7725 668.3465 1.0 0.4760
70418.24 0.5000 0.4947 652.2032 668.0818 1.0 0.4945
70532.53 0.5000 0.4943 650.5741 667.7948 1.0 0.4829
70646.76 0.5000 0.4958 654.9615 667.5844 1.0 0.4803
70761.04 0.5000 0.4964 656.7526 667.4068 1.0 0.4864
70875.33 0.5000 0.4979 660.9209 667.3005 1.0 0.4779
70989.53 0.5000 0.4923 643.7108 666.9138 1.0 0.4943
71103.73 0.5000 0.4946 650.4475 666.6439 1.0 0.4861
71217.97 0.5000 0.4971 657.6755 666.4968 1.0 0.4869
71332.30 0.5000 0.4994 664.8085 666.4692 1.0 0.4747
71446.58 0.5000 0.4916 640.8913 666.0499 1.0 0.4738
71560.85 0.5000 0.4871 626.5737 665.4027 1.0 0.4839
71675.13 0.5000 0.4901 635.1621 664.9070 1.0 0.4795
71789.42 0.5000 0.4897 633.6212 664.3941 1.0 0.4741
71903.69 0.5000 0.4930 643.1196 664.0453 1.0 0.4836
72017.99 0.5000 0.5020 670.2569 664.1471 1.0 0.4725
72132.28 0.5000 0.4915 638.3675 663.7245 1.0 0.4926
72246.56 0.5000 0.4842 615.6687 662.9367 1.0 0.4765
72360.85 0.5000 0.4889 628.9450 662.3795 1.0 0.4734
72475.13 0.5000 0.4830 610.5006 661.5290 1.0 0.4863
72589.41 0.5000 0.4896 629.6667 661.0067 1.0 0.4751
72703.68 0.5000 0.4932 640.4130 660.6691 1.0 0.4754
72817.93 0.5000 0.4816 604.5093 659.7484 1.0 0.4822
72932.23 0.5000 0.4976 652.5461 659.6304 1.0 0.4785
73046.43 0.5000 0.4940 641.4393 659.3321 1.0 0.4736
73160.71 0.5000 0.4842 611.1450 658.5422 1.0 0.4713
73275.00 0.5000 0.4891 625.3767 657.9985 1.0 0.4821
73389.28 0.5000 0.4884 622.6775 657.4195 1.0 0.5021
73503.47 0.5000 0.4980 651.3708 657.3203 1.0 0.4831
73617.74 0.5000 0.4853 612.5237 656.5859 1.0 0.4726
73732.03 0.5000 0.4879 619.6231 655.9800 1.0 0.4767
73846.25 0.5000 0.4880 619.3545 655.3796 1.0 0.4718
73960.48 0.5000 0.4865 614.0906 654.7027 1.0 0.5003
74074.81 0.5000 0.4922 631.0449 654.3149 1.0 0.4714
74189.09 0.5000 0.4875 616.1966 653.6900 1.0 0.4677
74303.37 0.5000 0.4805 594.1270 652.7135 1.0 0.4680
74417.58 0.5000 0.4747 575.5259 651.4482 1.0 0.4673
74531.91 0.5000 0.4777 583.5649 650.3353 1.0 0.4717
74646.17 0.5000 0.4813 593.2804 649.4000 1.0 0.4806
74760.36 0.5000 0.4839 600.2155 648.5937 1.0 0.4673
74874.59 0.5000 0.4849 602.5980 647.8397 1.0 0.4802
74988.88 0.5000 0.4892 615.0083 647.3014 1.0 0.4796
75103.18 0.5000 0.4929 625.7917 646.9488 1.0 0.4952
75217.45 0.5000 0.4904 617.6171 646.4680 1.0 0.4673
75331.71 0.5000 0.4789 582.1012 645.4128 1.0 0.4767
75445.96 0.5000 0.4926 622.8586 645.0430 1.0 0.4905
75560.25 0.5000 0.4970 636.0352 644.8954 1.0 0.4693
75674.50 0.5000 0.4850 599.0375 644.1436 1.0 0.4760
75788.78 0.5000 0.4948 628.4219 643.8859 1.0 0.4701
75902.96 0.5000 0.4835 593.6592 643.0625 1.0 0.4676
76017.25 0.5000 0.4882 607.0591 642.4723 1.0 0.4902
76131.45 0.5000 0.4912 615.7758 642.0346 1.0 0.4734
76245.78 0.5000 0.4952 627.3651 641.7941 1.0 0.4790
76360.07 0.5000 0.4952 627.1461 641.5540 1.0 0.4899
76474.35 0.5000 0.4937 622.4800 641.2413 1.0 0.4892
76588.64 0.5000 0.4991 638.5935 641.1979 1.0 0.4915
76703.00 0.4949
