Blank OD is 14.7570
Time OD Volume Z Media ODpost
47703.04 1.0000 0.9929 346.5770 367.9933 0.0 0.9801
47819.35 1.0000 0.9962 356.4661 367.8043 0.0 0.9748
47935.65 1.0000 1.0011 371.0300 367.8572 0.0 0.9784
48051.96 1.0000 0.9867 327.1428 367.1898 0.0 0.9861
48168.20 1.0000 1.0062 385.9893 367.4979 0.0 0.9893
48284.47 1.0000 1.0043 380.4621 367.7105 0.0 0.9736
48400.66 1.0000 0.9960 355.3588 367.5080 0.0 0.9880
48516.95 1.0000 0.9926 344.9037 367.1374 0.0 0.9896
48633.22 1.0000 0.9955 353.5616 366.9149 0.0 0.9907
48749.49 1.0000 0.9942 349.2104 366.6246 0.0 0.9988
48865.76 1.0000 0.9912 339.8653 366.1860 0.0 0.9900
48982.04 1.0000 1.0047 380.6579 366.4232 0.0 0.9850
49098.24 1.0000 1.0015 371.0287 366.4987 0.0 0.9760
49214.50 1.0000 1.0072 388.5783 366.8607 0.0 0.9798
49330.77 1.0000 1.0040 379.1197 367.0616 0.0 0.9790
49447.01 1.0000 0.9988 363.3940 367.0015 0.0 0.9892
49563.28 1.0000 0.9961 355.1521 366.8073 0.0 0.9842
49679.53 1.0000 1.0060 384.9920 367.1054 0.0 0.9892
49795.73 1.0000 0.9863 325.4480 366.4225 0.0 0.9938
49912.01 1.0000 0.9914 340.0974 365.9909 0.0 0.9834
50028.32 1.0000 0.9961 354.2213 365.7980 0.0 0.9951
50144.62 1.0000 1.0029 374.6263 365.9427 0.0 0.9909
50260.92 1.0000 0.9888 331.6637 365.3807 0.0 0.9769
50377.22 1.0000 1.0031 374.6843 365.5332 0.0 0.9773
50493.54 1.0000 0.9909 337.7662 365.0781 0.0 0.9935
50609.86 1.0000 0.9887 330.5935 364.5127 0.0 0.9797
50726.18 1.0000 0.9935 344.8063 364.1897 0.0 0.9872
50842.49 1.0000 0.9988 360.5452 364.1299 0.0 0.9858
50958.76 1.0000 1.0050 379.3278 364.3791 0.0 0.9879
51075.03 1.0000 1.0109 397.6404 364.9243 0.0 0.9864
51191.35 1.0000 0.9888 330.7932 364.3648 0.0 0.9824
51307.67 1.0000 0.9885 329.4314 363.7921 0.0 0.9924
51423.94 1.0000 0.9959 351.1474 363.5848 0.0 0.9981
51540.23 1.0000 0.9977 356.6303 363.4708 0.0 0.9817
51656.50 1.0000 1.0066 383.4959 363.7991 0.0 0.9821
51772.71 1.0000 0.9956 350.4110 363.5796 0.0 0.9734
51889.01 1.0000 0.9919 338.8403 363.1741 0.0 0.9986
52005.23 1.0000 1.0026 371.0418 363.3031 0.0 0.9895
52121.53 1.0000 0.9984 358.3928 363.2226 0.0 0.9996
52237.80 1.0000 1.0019 369.1079 363.3190 0.0 0.9889
52354.05 1.0000 0.9955 349.7397 363.0964 0.0 0.9936
52470.24 1.0000 1.0073 385.3137 363.4606 0.0 0.9721
52586.54 1.0000 1.0015 368.1175 363.5370 0.0 0.9932
52702.85 1.0000 1.0024 370.8259 363.6565 0.0 0.9870
52819.17 1.0000 0.9944 346.6626 363.3779 0.0 0.9902
52935.39 1.0000 1.0065 383.1039 363.7013 0.0 0.9861
53051.67 1.0000 1.0002 364.4576 363.7137 0.0 0.9806
53167.99 1.0000 0.9859 320.8023 363.0102 0.0 0.9867
53284.31 1.0000 1.0015 367.5388 363.0844 0.0 0.9742
53400.61 1.0000 1.0016 367.8950 363.1633 0.0 0.9775
53516.91 1.0000 0.9987 359.3416 363.1007 0.0 0.9738
53633.21 1.0000 1.0034 373.3304 363.2684 0.0 0.9859
53749.52 1.0000 1.0073 385.4066 363.6313 0.0 0.9822
53865.83 1.0000 0.9975 356.0605 363.5072 0.0 0.9789
53982.13 1.0000 0.9905 334.4907 363.0315 0.0 0.9831
54098.44 1.0000 0.9946 346.6296 362.7626 0.0 0.9875
54214.71 1.0000 0.9848 316.2958 362.0009 0.0 0.9778
54331.03 1.0000 0.9916 336.5301 361.5833 0.0 0.9767
54447.34 1.0000 1.0081 386.3769 361.9898 0.0 0.9790
54563.57 1.0000 0.9954 347.9780 361.7601 0.0 0.9898
54679.82 1.0000 0.9826 308.6993 360.8902 0.0 0.9894
54796.00 1.0000 0.9983 355.6947 360.8050 0.0 0.9824
54912.27 1.0000 1.0009 363.5886 360.8507 0.0 0.9814
55028.46 1.0000 1.0003 361.8992 360.8679 0.0 0.9867
55144.74 1.0000 0.9937 341.6899 360.5535 0.0 0.9744
55261.03 1.0000 0.9951 345.4673 360.3061 0.0 0.9890
55377.34 1.0000 0.9848 314.0451 359.5478 0.0 0.9933
55493.55 1.0000 1.0131 399.4197 360.2014 0.0 0.9858
55609.80 1.0000 1.0005 361.6061 360.2244 0.0 0.9877
55726.01 1.0000 0.9847 313.6917 359.4616 0.0 0.9866
55842.24 1.0000 0.9906 330.7277 358.9906 0.0 1.0012
55958.52 1.0000 0.9897 327.6135 358.4762 0.0 0.9842
56074.76 1.0000 1.0150 404.3313 359.2279 0.0 0.9895
56191.03 1.0000 1.0003 360.0891 359.2420 0.0 0.9895
56307.31 1.0000 0.9841 310.7407 358.4469 0.0 0.9795
56423.62 1.0000 0.9959 346.0792 358.2442 0.0 0.9894
56539.93 1.0000 0.9936 338.8453 357.9262 0.0 0.9929
56656.26 1.0000 0.9919 333.0945 357.5191 0.0 0.9894
56772.43 1.0000 1.0047 371.8671 357.7543 0.0 0.9830
56888.75 1.0000 0.9940 339.3344 357.4523 0.0 0.9863
57005.02 1.0000 0.9983 352.1358 357.3652 0.0 0.9953
57121.25 1.0000 0.9896 325.6495 356.8452 0.0 0.9796
57237.53 1.0000 0.9966 346.4127 356.6742 0.0 0.9940
57353.78 1.0000 0.9888 322.6574 356.1166 0.0 0.9888
57470.05 1.0000 1.0076 379.2961 356.4966 0.0 0.9845
57586.29 1.0000 1.0076 379.5951 356.8752 0.0 0.9878
57702.50 1.0000 0.9964 345.7951 356.6936 0.0 0.9797
57818.74 1.0000 0.9987 352.6736 356.6277 0.0 0.9756
57934.97 1.0000 0.9948 340.8043 356.3683 0.0 0.9880
58051.24 1.0000 0.9874 317.9510 355.7385 0.0 1.0088
58167.47 1.0000 0.9918 330.7369 355.3286 0.0 0.9790
58283.66 1.0000 1.0080 379.6407 355.7272 0.0 0.9864
58399.89 1.0000 1.0016 360.6830 355.8084 0.0 0.9923
58516.11 1.0000 0.9934 335.7694 355.4799 0.0 0.9829
58632.32 1.0000 0.9870 315.8759 354.8307 0.0 0.9892
58748.55 1.0000 0.9997 353.8250 354.8142 0.0 0.9808
58864.84 1.0000 0.9923 331.3576 354.4296 0.0 0.9925
58981.16 1.0000 1.0038 366.1346 354.6215 0.0 0.9988
59097.36 1.0000 0.9989 351.3827 354.5684 0.0 1.0022
59213.67 1.0000 0.9991 351.6914 354.5213 0.0 0.9860
59329.93 1.0000 0.9972 345.9388 354.3806 0.0 0.9879
59446.20 1.0000 0.9965 343.6518 354.2047 0.0 0.9906
59562.50 1.0000 1.0102 385.3673 354.7156 0.0 0.9890
59678.71 1.0000 1.0057 371.9720 354.9984 0.0 0.9789
59794.93 1.0000 0.9970 345.8640 354.8487 0.0 0.9942
59911.20 1.0000 0.9992 352.5471 354.8110 0.0 0.9804
60027.52 1.0000 0.9987 350.8949 354.7468 0.0 0.9821
60143.73 1.0000 0.9946 338.1817 354.4752 0.0 0.9833
60259.93 1.0000 1.0087 380.8764 354.9080 0.0 0.9829
60376.22 1.0000 0.9961 343.0459 354.7136 0.0 0.9947
60492.52 1.0000 1.0046 368.6342 354.9418 0.0 0.9792
60608.80 1.0000 0.9918 330.0810 354.5342 0.0 0.9808
60725.05 1.0000 0.9974 346.6087 354.4043 0.0 0.9885
60841.30 1.0000 0.9934 334.3204 354.0750 0.0 0.9850
60957.55 1.0000 0.9966 343.6695 353.9045 0.0 1.0038
61073.82 1.0000 0.9931 332.8205 353.5588 0.0 0.9894
61190.12 1.0000 1.0228 423.1835 354.7002 0.0 0.9859
61306.33 1.0000 0.9943 337.2122 354.4135 0.0 0.9798
61422.63 1.0000 0.9991 351.5541 354.3666 0.0 0.9911
61538.93 1.0000 1.0040 366.5434 354.5663 0.0 0.9736
61655.23 1.0000 0.9895 322.6653 354.0433 0.0 0.9808
61771.48 1.0000 5.1591 1000.0000 561.9978 0.0 0.9399
61887.67 1.0000 0.9528 418.0458 559.6379 0.0 0.9517
62003.94 1.0000 0.9577 430.7183 557.5245 0.0 0.9369
62120.21 1.0000 0.9450 389.6706 554.7728 0.0 0.9325
62236.48 1.0000 0.9653 449.0182 553.0391 0.0 0.9376
62352.75 1.0000 0.9451 385.7132 550.2960 0.0 0.9269
62469.03 1.0000 0.9570 419.2284 548.1474 0.0 0.9287
62585.30 1.0000 0.9556 412.7261 545.9274 0.0 0.9434
62701.55 1.0000 0.9572 415.4692 543.7887 0.0 0.9289
62817.80 1.0000 0.9617 426.9830 541.8739 0.0 0.9220
62934.05 1.0000 0.9437 370.1791 539.0592 0.0 0.9363
63050.24 1.0000 0.9632 426.9316 537.2210 0.0 0.9333
63166.51 1.0000 0.9431 363.7667 534.3775 0.0 0.9325
63282.73 1.0000 0.9555 398.7330 532.1538 0.0 6.0067
63399.01 1.0000 0.9346 332.5338 528.8814 0.0 0.9204
63515.28 1.0000 0.9461 364.6314 526.1888 0.0 0.9282
63631.56 1.0000 0.9434 353.5286 523.3583 0.0 0.9267
63747.85 1.0000 0.9579 394.9580 521.2533 0.0 0.9388
63864.15 1.0000 0.9434 348.7547 518.4255 0.0 0.9234
63980.46 1.0000 0.9456 352.6130 515.7073 0.0 0.9289
64096.74 1.0000 0.9515 367.6520 513.2801 0.0 0.9305
64213.01 1.0000 0.9449 345.1861 510.5245 0.0 0.9275
64329.27 1.0000 0.9579 382.0106 508.4177 0.0 0.9361
64445.47 1.0000 0.9411 328.8458 505.4739 0.0 0.9367
64561.74 1.0000 0.9532 362.5867 503.1315 0.0 0.9282
64677.99 1.0000 0.9547 364.8704 500.8649 0.0 0.9222
64794.27 1.0000 0.9495 346.9796 498.3422 0.0 0.9434
64910.55 1.0000 0.9615 380.9716 496.4181 0.0 0.9330
65026.86 1.0000 0.9482 338.4134 493.8279 0.0 0.9300
65143.16 1.0000 0.9552 357.0926 491.5863 0.0 0.9414
65259.49 1.0000 0.9548 353.6949 489.3258 0.0 0.9400
65375.76 1.0000 0.9430 315.5449 486.4769 0.0 0.9430
65492.03 1.0000 0.9581 358.6957 484.3821 0.0 0.9344
65608.36 1.0000 0.9610 365.3451 482.4307 0.0 0.9428
65724.67 1.0000 0.9534 340.1658 480.0985 0.0 0.9376
65840.95 1.0000 0.9557 344.9545 477.8830 0.0 0.9435
65957.17 1.0000 0.9513 329.2109 475.4458 0.0 0.9464
66073.46 1.0000 0.9625 361.1943 473.5728 0.0 0.9446
66189.76 1.0000 0.9574 343.7171 471.4440 0.0 0.9472
66306.05 1.0000 0.9581 343.5807 469.3479 0.0 0.9477
66422.30 1.0000 0.9725 385.5082 467.9735 0.0 0.9459
66538.55 1.0000 0.9570 336.9496 465.8255 0.0 0.9596
66654.83 1.0000 0.9640 356.0111 464.0253 0.0 0.9346
66771.13 1.0000 0.9587 338.1027 461.9610 0.0 0.9527
66887.44 1.0000 0.9690 367.3261 460.4096 0.0 0.9427
67003.74 1.0000 0.9614 342.6718 458.4795 0.0 0.9550
67120.04 1.0000 0.9574 328.5504 456.3495 0.0 0.9460
67236.27 1.0000 0.9692 362.4007 454.8094 0.0 0.9501
67352.54 1.0000 0.9647 347.2725 453.0465 0.0 0.9573
67468.82 1.0000 0.9608 333.5710 451.0878 0.0 0.9519
67585.02 1.0000 0.9632 338.8045 449.2471 0.0 0.9573
67701.23 1.0000 0.9701 357.9856 447.7510 0.0 0.9596
67817.51 1.0000 0.9781 381.0751 446.6580 0.0 0.9444
67933.83 1.0000 0.9705 356.5386 445.1806 0.0 0.9389
68050.10 1.0000 0.9602 323.7980 443.1907 0.0 0.9505
68166.41 1.0000 0.9746 365.7910 441.9219 0.0 0.9608
68282.71 1.0000 0.9537 300.7970 439.6084 0.0 0.9482
68399.02 1.0000 0.9752 364.0729 438.3701 0.0 0.9659
68515.33 1.0000 0.9698 346.1233 436.8578 0.0 0.9501
68631.57 1.0000 0.9682 339.7973 435.2667 0.0 0.9496
68747.84 1.0000 0.9798 373.5272 434.2546 0.0 0.9556
68864.03 1.0000 0.9679 336.3131 432.6490 0.0 0.9476
68980.23 1.0000 0.9564 299.7524 430.4703 0.0 0.9615
69096.44 1.0000 0.9625 316.1861 428.5968 0.0 0.9608
69212.73 1.0000 0.9727 345.4301 427.2334 0.0 0.9673
69329.04 1.0000 0.9781 360.4624 426.1388 0.0 0.9542
69445.35 1.0000 0.9728 343.1405 424.7782 0.0 0.9578
69561.60 1.0000 0.9649 317.8113 423.0246 0.0 0.9538
69677.80 1.0000 0.9709 334.3360 421.5707 0.0 0.9598
69794.08 1.0000 0.9776 353.1596 420.4492 0.0 0.9679
69910.30 1.0000 0.9709 331.6524 418.9935 0.0 0.9502
70026.55 1.0000 0.9700 327.3961 417.4920 0.0 0.9600
70142.80 1.0000 0.9741 338.6367 416.1992 0.0 0.9582
70259.03 1.0000 0.9862 374.2272 415.5112 0.0 0.9604
70375.21 1.0000 0.9716 328.9905 414.0928 0.0 0.9552
70491.48 1.0000 0.9784 348.2386 413.0132 0.0 0.9737
70607.67 1.0000 0.9650 306.3493 411.2646 0.0 0.9595
70723.98 1.0000 0.9801 350.5690 410.2696 0.0 0.9649
70840.31 1.0000 0.9736 329.6436 408.9479 0.0 0.9658
70956.58 1.0000 0.9830 357.2442 408.1003 0.0 0.9638
71072.80 1.0000 0.9761 335.3532 406.9077 0.0 0.9632
71188.97 1.0000 0.9833 355.9066 406.0716 0.0 0.9671
71305.26 1.0000 0.9718 320.1493 404.6631 0.0 0.9621
71421.49 1.0000 0.9866 363.7571 403.9925 0.0 0.9641
71537.72 1.0000 0.9848 357.6550 403.2328 0.0 0.9753
71654.00 1.0000 0.9816 347.0513 402.3118 0.0 0.9598
71770.30 1.0000 0.9965 391.6519 402.1371 0.0 0.9608
71886.51 1.0000 0.9784 336.1647 401.0556 0.0 0.9634
72002.80 1.0000 0.9737 320.9856 399.7429 0.0 0.9729
72119.08 1.0000 0.9759 326.2190 398.5376 0.0 0.9679
72235.27 1.0000 0.9937 379.3559 398.2232 0.0 0.9699
72351.54 1.0000 0.9797 336.3080 397.2082 0.0 0.9707
72467.84 1.0000 0.9900 366.7761 396.7093 0.0 0.9762
72584.10 1.0000 0.9907 368.2988 396.2435 0.0 0.9862
72700.27 1.0000 0.9940 377.8007 395.9412 0.0 0.9754
72816.55 1.0000 0.9771 326.1023 394.7963 0.0 0.9669
72932.80 1.0000 1.0039 406.6132 394.9900 0.0 0.9747
73049.07 1.0000 0.9855 350.8786 394.2669 0.0 0.9810
73165.34 1.0000 0.9777 326.1289 393.1499 0.0 0.9754
73281.54 1.0000 0.9914 367.0581 392.7221 0.0 0.9619
73397.77 1.0000 0.9867 352.1115 392.0564 0.0 0.9697
73514.07 1.0000 0.9831 340.6134 391.2131 0.0 0.9775
73630.37 1.0000 0.9839 342.1233 390.4083 0.0 0.9828
73746.59 1.0000 0.9964 379.5020 390.2295 0.0 0.9850
73862.86 1.0000 0.9940 372.0237 389.9311 0.0 0.9738
73979.16 1.0000 0.9917 364.5295 389.5146 0.0 0.9739
74095.42 1.0000 0.9925 366.5309 389.1379 0.0 0.9664
74211.69 1.0000 0.9956 375.6577 388.9169 0.0 0.9769
74328.01 1.0000 0.9857 345.3482 388.2026 0.0 0.9784
74444.33 1.0000 0.9991 385.4843 388.1581 0.0 0.9818
74560.65 1.0000 0.9991 385.4900 388.1143 0.0 0.9776
74676.96 1.0000 1.0032 397.8489 388.2739 0.0 0.9658
74793.27 1.0000 0.9882 352.2927 387.6841 0.0 0.9714
74909.55 1.0000 0.9884 352.2078 387.1025 0.0 0.9791
75025.88 1.0000 0.9859 344.1239 386.3979 0.0 0.9733
75142.14 1.0000 0.9921 362.3450 386.0036 0.0 0.9770
75258.42 1.0000 1.0033 395.9696 386.1670 0.0 0.9901
75374.72 1.0000 0.9995 384.5777 386.1409 0.0 0.9710
75491.03 1.0000 0.9773 316.8871 385.0056 0.0 0.9849
75607.32 1.0000 0.9865 343.7948 384.3300 0.0 0.9888
75723.63 1.0000 1.0028 392.8258 384.4693 0.0 0.9734
75839.93 1.0000 0.9954 370.5506 384.2411 0.0 0.9889
75956.15 1.0000 1.0081 409.0194 384.6473 0.0 0.9754
76072.33 1.0000 0.9848 338.2123 383.8861 0.0 0.9796
76188.58 1.0000 1.0123 421.5030 384.5028 0.0 0.9723
76304.86 1.0000 0.9880 347.8809 383.9024 0.0 0.9917
76421.16 1.0000 0.9919 359.1671 383.4969 0.0 0.9817
76537.43 1.0000 1.0062 402.3596 383.8061 0.0 0.9834
76653.71 1.0000 0.9952 369.1449 383.5658 0.0 0.9913
76769.99 1.0000 0.9878 346.2165 382.9535 0.0 0.9948
76886.33 0.9859
