Blank OD is 14.7570
Time OD Volume Z Media ODpost
15494.52 1.0000 1.0331 438.1262 338.8871 0.0 1.0190
15610.78 1.0000 1.0448 475.5717 341.1278 0.0 1.0156
15726.96 1.0000 1.0383 457.9107 343.0423 0.0 1.0265
15843.19 1.0000 1.0344 448.0112 344.7631 0.0 1.0127
15959.51 1.0000 1.0259 423.6156 346.0558 0.0 1.0266
16075.73 1.0000 1.0333 447.6629 347.7215 0.0 1.0174
16192.00 1.0000 1.0301 439.5065 349.2261 0.0 1.0225
16308.32 1.0000 1.0285 436.2441 350.6527 0.0 1.0186
16424.63 1.0000 1.0291 439.2591 352.1052 0.0 1.0253
16540.95 1.0000 1.0406 475.8549 354.1339 0.0 1.0126
16657.25 1.0000 1.0362 464.4018 355.9416 0.0 1.0184
16773.56 1.0000 1.0333 457.6148 357.6083 0.0 1.0070
16889.82 1.0000 1.0349 464.1467 359.3549 0.0 1.0193
17006.10 1.0000 1.0324 458.2806 360.9766 0.0 1.0064
17122.42 1.0000 1.0418 488.5590 363.0681 0.0 1.0114
17238.73 1.0000 1.0222 430.6689 364.1763 0.0 1.0104
17355.03 1.0000 1.0234 435.4019 365.3440 0.0 1.0109
17471.34 1.0000 1.0319 462.6079 366.9385 0.0 1.0112
17587.66 1.0000 1.0275 450.8969 368.3148 0.0 0.9975
17703.99 1.0000 1.0310 462.7876 369.8636 0.0 1.0024
17820.32 1.0000 1.0286 457.2257 371.2957 0.0 1.0055
17936.64 1.0000 1.0257 449.5646 372.5788 0.0 1.0148
18052.92 1.0000 1.0258 451.4001 373.8710 0.0 1.0041
18169.15 1.0000 1.0346 479.3863 375.6007 0.0 1.0016
18285.47 1.0000 1.0068 396.3828 375.9414 0.0 0.9979
18401.76 1.0000 1.0304 468.7502 377.4629 0.0 1.0068
18518.08 1.0000 1.0221 444.9639 378.5695 0.0 1.0075
18634.38 1.0000 1.0212 443.0893 379.6272 0.0 1.0022
18750.69 1.0000 1.0127 418.3218 380.2615 0.0 1.0067
18866.92 1.0000 1.0184 436.3527 381.1810 0.0 1.0086
18983.20 1.0000 1.0288 468.8797 382.6187 0.0 0.9935
19099.50 1.0000 1.0163 432.1830 383.4312 0.0 1.0074
19215.76 1.0000 1.0061 402.0178 383.7359 0.0 0.9999
19332.03 1.0000 1.0187 440.8851 384.6728 0.0 0.9952
19448.36 1.0000 1.0315 480.6818 386.2467 0.0 1.0004
19564.64 1.0000 1.0150 432.1242 386.9988 0.0 1.0018
19680.97 1.0000 1.0061 405.5496 387.3029 0.0 0.9920
19797.26 1.0000 1.0194 446.3942 388.2716 0.0 0.9933
19913.56 1.0000 1.0220 455.2211 389.3692 0.0 0.9900
20029.85 1.0000 1.0149 434.8164 390.1142 0.0 0.9944
20146.18 1.0000 1.0052 406.1166 390.3765 0.0 0.9946
20262.42 1.0000 1.0103 421.8767 390.8929 0.0 1.0036
20378.74 1.0000 1.0129 430.2458 391.5381 0.0 0.9929
20495.04 1.0000 1.0099 421.7745 392.0337 0.0 0.9956
20611.36 1.0000 1.0119 428.3072 392.6284 0.0 0.9920
20727.68 1.0000 1.0202 454.3619 393.6404 0.0 0.9934
20843.98 1.0000 1.0064 413.2423 393.9618 0.0 1.0004
20960.30 1.0000 1.0145 438.1699 394.6865 0.0 0.9998
21076.62 1.0000 1.0179 449.1497 395.5793 0.0 0.9873
21192.90 1.0000 1.0229 465.2855 396.7220 0.0 0.9979
21309.16 1.0000 1.0044 410.1379 396.9420 0.0 1.0060
21425.44 1.0000 1.0137 438.7982 397.6281 0.0 0.9858
21541.66 1.0000 1.0057 414.8631 397.9107 0.0 0.9923
21657.93 1.0000 1.0177 451.9793 398.7971 0.0 0.9919
21774.24 1.0000 1.0056 416.0278 399.0795 0.0 0.9866
21890.55 1.0000 1.0098 429.0883 399.5715 0.0 0.9885
22006.85 1.0000 1.0012 403.3668 399.6337 0.0 0.9912
22123.11 1.0000 1.0175 452.9337 400.5075 0.0 0.9923
22239.30 1.0000 1.0122 437.7012 401.1172 0.0 0.9845
22355.60 1.0000 1.0120 437.8242 401.7190 0.0 0.9859
22471.88 1.0000 1.0011 404.9958 401.7727 0.0 0.9824
22588.20 1.0000 1.0097 431.3512 402.2576 0.0 0.9791
22704.50 1.0000 1.0006 404.0436 402.2868 0.0 0.9904
22820.81 1.0000 1.0079 426.2977 402.6805 0.0 0.9798
22937.03 1.0000 1.0009 405.4756 402.7263 0.0 0.9832
23053.30 1.0000 1.0075 425.6454 403.1020 0.0 0.9885
23169.55 1.0000 0.9922 379.4296 402.7139 0.0 0.9869
23285.80 1.0000 1.0081 427.4312 403.1191 0.0 0.9820
23401.98 1.0000 0.9956 389.7687 402.9003 0.0 0.9869
23518.26 1.0000 1.0083 428.2546 403.3159 0.0 0.9969
23634.54 1.0000 1.0233 474.3367 404.4802 0.0 0.9875
23750.86 1.0000 1.0000 404.4556 404.4798 0.0 0.9827
23867.17 1.0000 0.9945 387.7609 404.2057 0.0 0.9839
23983.45 1.0000 0.9912 377.4649 403.7673 0.0 0.9896
24099.66 1.0000 1.0003 404.7044 403.7827 0.0 0.9823
24215.86 1.0000 1.0014 408.0883 403.8533 0.0 0.9880
24332.06 1.0000 1.0069 424.9143 404.1985 0.0 0.9869
24448.36 1.0000 0.9994 402.3485 404.1682 0.0 0.9902
24564.61 1.0000 1.0095 433.2091 404.6443 0.0 0.9857
24680.89 1.0000 1.0023 411.7380 404.7606 0.0 0.9959
24797.19 1.0000 1.0100 435.2977 405.2612 0.0 0.9744
24913.44 1.0000 0.9985 400.5730 405.1843 0.0 0.9833
25029.65 1.0000 0.9896 373.5163 404.6652 0.0 0.9881
25145.87 1.0000 1.0101 435.3268 405.1678 0.0 0.9767
25262.07 1.0000 0.9894 372.8715 404.6384 0.0 0.9828
25378.27 1.0000 0.9925 381.9140 404.2659 0.0 0.9816
25494.55 1.0000 1.0028 412.6912 404.4040 0.0 0.9894
25610.82 1.0000 1.0016 409.1521 404.4818 0.0 0.9710
25727.04 1.0000 0.9937 385.3722 404.1686 0.0 0.9876
25843.24 1.0000 0.9953 389.9300 403.9351 0.0 0.9776
25959.51 1.0000 0.9991 401.1382 403.8893 0.0 0.9930
26075.76 1.0000 0.9944 386.8768 403.6104 0.0 0.9843
26192.00 1.0000 1.0024 410.7850 403.7280 0.0 0.9856
26308.28 1.0000 1.0176 457.3816 404.6076 0.0 0.9867
26424.58 1.0000 0.9980 398.3616 404.5052 0.0 0.9906
26540.89 1.0000 0.9975 396.7883 404.3787 0.0 0.9793
26657.20 1.0000 1.0046 418.5159 404.6104 0.0 0.9854
26773.52 1.0000 0.9969 395.0801 404.4542 0.0 0.9780
26889.76 1.0000 1.0029 413.1501 404.5967 0.0 0.9801
27006.03 1.0000 0.9945 387.7320 404.3203 0.0 0.9875
27122.34 1.0000 0.9860 361.7267 403.6220 0.0 0.9912
27238.55 1.0000 0.9985 399.1091 403.5480 0.0 0.9728
27354.79 1.0000 1.0014 407.8907 403.6192 0.0 0.9852
27471.00 1.0000 0.9953 389.3172 403.3848 0.0 0.9797
27587.22 1.0000 0.9953 388.9738 403.1485 0.0 0.9695
27703.50 1.0000 1.0097 432.8590 403.6356 0.0 0.9819
27819.82 1.0000 0.9977 396.5922 403.5201 0.0 0.9808
27936.13 1.0000 0.9886 368.8867 402.9524 0.0 0.9890
28052.45 1.0000 0.9839 353.7415 402.1456 0.0 0.9856
28168.77 1.0000 1.0061 420.8827 402.4528 0.0 0.9873
28285.05 1.0000 1.0056 419.6719 402.7351 0.0 0.9792
28401.30 1.0000 0.9807 343.8804 401.7702 0.0 0.9743
28517.55 1.0000 1.0002 402.3853 401.7803 0.0 0.9861
28633.76 1.0000 0.9904 372.3928 401.2986 0.0 0.9969
28749.97 1.0000 0.9963 390.0206 401.1137 0.0 0.9904
28866.25 1.0000 0.9971 392.1819 400.9673 0.0 0.9807
28982.46 1.0000 0.9916 375.3033 400.5465 0.0 1.0001
29098.77 1.0000 0.9961 388.7546 400.3532 0.0 0.9740
29215.08 1.0000 0.9899 369.6083 399.8492 0.0 0.9739
29331.39 1.0000 1.0097 429.3777 400.3333 0.0 0.9758
29447.68 1.0000 0.9910 372.7781 399.8816 0.0 0.9865
29563.94 1.0000 0.9909 371.9754 399.4241 0.0 0.9862
29680.19 1.0000 0.9971 390.4389 399.2768 0.0 0.9789
29796.39 1.0000 1.0132 439.5899 399.9376 0.0 0.9912
29912.61 1.0000 0.9833 349.1349 399.1048 0.0 0.9726
30028.82 1.0000 0.9931 378.0442 398.7596 0.0 0.9825
30145.10 1.0000 1.0017 403.8467 398.8430 0.0 0.9770
30261.41 1.0000 1.0021 405.1617 398.9465 0.0 0.9848
30377.67 1.0000 0.9877 361.5720 398.3338 0.0 0.9734
30493.89 1.0000 0.9981 392.6123 398.2400 0.0 0.9736
30610.17 1.0000 0.9943 380.8984 397.9558 0.0 0.9686
30726.48 1.0000 0.9929 376.2062 397.5992 0.0 0.9873
30842.78 1.0000 0.9861 355.1596 396.9035 0.0 0.9843
30959.09 1.0000 0.9868 356.7076 396.2445 0.0 0.9844
31075.40 1.0000 0.9910 368.8452 395.7954 0.0 0.9724
31191.71 1.0000 0.9912 369.0121 395.3563 0.0 0.9706
31307.94 1.0000 0.9893 362.8457 394.8233 0.0 0.9858
31424.18 1.0000 0.9979 388.5127 394.7199 0.0 0.9654
31540.39 1.0000 0.9936 375.2585 394.4008 0.0 0.9797
31656.61 1.0000 0.9859 351.2729 393.6938 0.0 0.9824
31772.81 1.0000 1.0074 416.2358 394.0634 0.0 0.9698
31889.11 1.0000 0.9926 371.4582 393.6928 0.0 0.9727
32005.42 1.0000 1.0060 412.0425 393.9936 0.0 0.9841
32121.75 1.0000 0.9966 383.7476 393.8256 0.0 0.9712
32238.07 1.0000 0.9769 323.2888 392.6693 0.0 0.9855
32354.38 1.0000 0.9984 387.6914 392.5877 0.0 0.9738
32470.66 1.0000 1.0089 419.6476 393.0313 0.0 0.9685
32586.94 1.0000 1.0007 395.1285 393.0657 0.0 0.9679
32703.25 1.0000 0.9995 391.6362 393.0422 0.0 0.9637
32819.56 1.0000 0.9969 383.7274 392.8895 0.0 0.9747
32935.87 1.0000 0.9858 349.5574 392.1792 0.0 0.9785
33052.18 1.0000 0.9841 343.7756 391.3857 0.0 0.9842
33168.51 1.0000 0.9968 381.5623 391.2246 0.0 0.9735
33284.72 1.0000 0.9908 363.0527 390.7628 0.0 0.9616
33400.99 1.0000 0.9915 364.7920 390.3370 0.0 0.9706
33517.30 1.0000 0.9900 359.7009 389.8348 0.0 0.9819
33633.61 1.0000 1.0010 392.8210 389.8838 0.0 0.9795
33749.92 1.0000 0.9818 334.2781 388.9722 0.0 0.9891
33866.23 1.0000 1.0071 410.5641 389.3262 0.0 0.9672
33982.53 1.0000 0.9952 374.6588 389.0857 0.0 0.9716
34098.84 1.0000 0.9853 344.3908 388.3530 0.0 0.9888
34215.05 1.0000 1.0004 389.6805 388.3748 0.0 0.9817
34331.25 1.0000 1.0014 392.5030 388.4425 0.0 0.9715
34447.55 1.0000 1.0108 421.5195 388.9847 0.0 0.9568
34563.76 1.0000 0.9823 334.9378 388.0987 0.0 0.9759
34679.97 1.0000 0.9916 362.5000 387.6790 0.0 0.9791
34796.17 1.0000 0.9857 344.0624 386.9640 0.0 0.9928
34912.46 1.0000 1.0113 421.3634 387.5279 0.0 0.9751
35028.76 1.0000 0.9870 347.9601 386.8793 0.0 0.9777
35144.99 1.0000 0.9918 361.7256 386.4669 0.0 0.9876
35261.21 1.0000 0.9888 352.1852 385.9049 0.0 0.9760
35377.39 1.0000 0.9901 355.8058 385.4115 0.0 0.9826
35493.68 1.0000 0.9961 373.4984 385.2162 0.0 0.9898
35609.99 1.0000 0.9995 383.6935 385.1912 0.0 0.9688
35726.30 1.0000 0.9903 355.5268 384.7049 0.0 0.9766
35842.62 1.0000 1.0023 391.7566 384.8205 0.0 0.9686
35958.92 1.0000 0.9807 325.8549 383.8539 0.0 0.9926
36075.23 1.0000 1.0231 454.3851 385.0101 0.0 0.9647
36191.53 1.0000 0.9818 329.3696 384.0980 0.0 0.9788
36307.76 1.0000 0.9948 368.3815 383.8404 0.0 0.9804
36424.04 1.0000 1.0056 400.9368 384.1206 0.0 0.9964
36540.31 1.0000 0.9973 375.9261 383.9863 0.0 0.9869
36656.58 1.0000 0.9914 357.6632 383.5548 0.0 0.9752
36772.79 1.0000 0.9911 356.2618 383.1073 0.0 0.9838
36889.05 1.0000 1.0066 403.2801 383.4380 0.0 0.9861
37005.34 1.0000 0.9963 372.1423 383.2529 0.0 0.9687
37121.62 1.0000 0.9869 343.2783 382.5975 0.0 0.9919
37237.89 1.0000 0.9984 377.6160 382.5159 0.0 0.9813
37354.21 1.0000 1.0006 384.3656 382.5462 0.0 0.9856
37470.49 1.0000 0.9946 366.1039 382.2767 0.0 0.9773
37586.79 1.0000 1.0086 408.5764 382.7078 0.0 0.9778
37703.10 1.0000 0.9917 357.4260 382.2933 0.0 0.9907
37819.32 1.0000 1.0038 393.7315 382.4809 0.0 0.9763
37935.62 1.0000 0.9982 377.1145 382.3929 0.0 0.9796
38051.89 1.0000 1.0121 419.2437 382.9970 0.0 0.9887
38168.20 1.0000 0.9911 355.9335 382.5533 0.0 0.9839
38284.47 1.0000 1.0062 401.5267 382.8644 0.0 0.9792
38400.79 1.0000 0.9833 331.9153 382.0291 0.0 0.9733
38517.10 1.0000 0.9968 372.3546 381.8705 0.0 0.9931
38633.42 1.0000 1.0092 410.0551 382.3326 0.0 0.9852
38749.73 1.0000 0.9874 343.8350 381.7015 0.0 0.9760
38865.97 1.0000 0.9943 364.1671 381.4140 0.0 0.9796
38982.24 1.0000 0.9994 379.5843 381.3840 0.0 0.9919
39098.54 1.0000 1.0017 386.6650 381.4706 0.0 0.9758
39214.84 1.0000 0.9983 376.1825 381.3839 0.0 0.9760
39331.17 1.0000 0.9810 323.5860 380.4364 0.0 0.9787
39447.48 1.0000 0.9986 376.0312 380.3642 0.0 0.9820
39563.78 1.0000 0.9950 365.1231 380.1143 0.0 0.9976
39680.05 1.0000 0.9884 344.6798 379.5334 0.0 0.9674
39796.30 1.0000 1.0080 403.8094 379.9314 0.0 0.9831
39912.55 1.0000 1.0079 403.9964 380.3259 0.0 0.9641
40028.79 1.0000 0.9871 341.0699 379.6824 0.0 0.9783
40145.05 1.0000 0.9928 357.7429 379.3227 0.0 0.9983
40261.30 1.0000 0.9998 378.5828 379.3106 0.0 0.9675
40377.55 1.0000 0.9924 356.2557 378.9326 0.0 0.9795
40493.87 1.0000 0.9984 374.1601 378.8544 0.0 0.9745
40610.18 1.0000 0.9862 336.9022 378.1666 0.0 0.9838
40726.48 1.0000 1.0000 378.2435 378.1679 0.0 0.9824
40842.76 1.0000 0.9952 363.6636 377.9301 0.0 0.9843
40959.03 1.0000 0.9918 352.8583 377.5191 0.0 0.9733
41075.34 1.0000 1.0037 388.9491 377.7065 0.0 0.9806
41191.57 1.0000 0.9842 329.4418 376.9153 0.0 0.9789
41307.84 1.0000 0.9994 374.9767 376.8835 0.0 0.9700
41424.07 1.0000 0.9983 371.6791 376.7982 0.0 0.9719
41540.35 1.0000 0.9895 344.8895 376.2751 0.0 0.9982
41656.62 1.0000 0.9920 351.9849 375.8769 0.0 0.9752
41772.93 1.0000 1.0023 382.7912 375.9902 0.0 0.9790
41889.24 1.0000 0.9901 345.8265 375.4957 0.0 0.9903
42005.43 1.0000 0.9985 371.0439 375.4228 0.0 0.9866
42121.72 1.0000 0.9973 367.2718 375.2891 0.0 0.9890
42238.03 1.0000 1.0008 377.7983 375.3303 0.0 0.9768
42354.33 1.0000 0.9902 345.5748 374.8425 0.0 0.9913
42470.64 1.0000 0.9833 323.7761 374.0053 0.0 0.9787
42586.85 1.0000 1.0007 376.0179 374.0383 0.0 0.9809
42703.06 1.0000 0.9967 364.0422 373.8744 0.0 0.9899
42819.30 1.0000 1.0094 402.6518 374.3462 0.0 0.9863
42935.55 1.0000 0.9771 304.5582 373.2021 0.0 0.9770
43051.80 1.0000 1.0013 377.1580 373.2670 0.0 0.9790
43168.06 1.0000 0.9998 372.6213 373.2564 0.0 0.9750
43284.37 1.0000 0.9896 341.6078 372.7376 0.0 0.9886
43400.63 1.0000 1.0036 383.5794 372.9153 0.0 0.9875
43516.91 1.0000 0.9903 343.2852 372.4296 0.0 0.9839
43633.22 1.0000 0.9982 366.9951 372.3405 0.0 0.9743
43749.53 1.0000 1.0006 374.0503 372.3685 0.0 0.9866
43865.85 1.0000 0.9913 345.7594 371.9323 0.0 0.9917
43982.06 1.0000 0.9978 365.0897 371.8201 0.0 0.9858
44098.30 1.0000 0.9931 350.7832 371.4753 0.0 0.9813
44214.59 1.0000 0.9879 334.6285 370.8712 0.0 0.9905
44330.80 1.0000 1.0165 421.2194 371.6966 0.0 0.9981
44447.00 1.0000 0.9973 363.5515 371.5631 0.0 0.9710
44563.26 1.0000 0.9882 335.6926 370.9750 0.0 0.9664
44679.48 1.0000 1.0078 394.9038 371.3673 0.0 0.9801
44795.75 1.0000 0.9977 364.2364 371.2504 0.0 0.9866
44912.06 1.0000 0.9915 345.3288 370.8255 0.0 0.9754
45028.36 1.0000 0.9927 348.5540 370.4604 0.0 0.9785
45144.66 1.0000 0.9994 368.5359 370.4288 0.0 0.9776
45260.99 1.0000 1.0012 373.9434 370.4864 0.0 0.9882
45377.31 1.0000 0.9903 340.8323 370.0003 0.0 0.9888
45493.61 1.0000 1.0031 379.3140 370.1530 0.0 0.9801
45609.91 1.0000 0.9981 364.4709 370.0598 0.0 0.9882
45726.19 1.0000 0.9976 362.6685 369.9387 0.0 0.9801
45842.51 1.0000 0.9943 352.6225 369.6548 0.0 0.9920
45958.76 1.0000 0.9963 358.5028 369.4720 0.0 0.9800
46074.95 1.0000 1.0036 380.3013 369.6495 0.0 0.9905
46191.25 1.0000 0.9974 361.6601 369.5185 0.0 0.9710
46307.57 1.0000 0.9953 355.2564 369.2847 0.0 0.9773
46423.88 1.0000 0.9948 353.3467 369.0234 0.0 0.9972
46540.20 1.0000 0.9979 362.7393 368.9204 0.0 0.9824
46656.42 1.0000 1.0000 368.8268 368.9189 0.0 0.9718
46772.71 1.0000 1.0108 401.7729 369.4575 0.0 0.9857
46889.01 1.0000 0.9948 353.7041 369.1992 0.0 0.9805
47005.32 1.0000 1.0040 381.3682 369.3987 0.0 0.9894
47121.62 1.0000 0.9978 362.7845 369.2903 0.0 0.9934
47237.91 1.0000 1.0017 374.3633 369.3734 0.0 0.9821
47354.13 1.0000 0.9897 337.8309 368.8564 0.0 0.9699
47470.42 1.0000 0.9932 348.0102 368.5146 0.0 0.9752
47586.73 1.0000 0.9967 358.4875 368.3502 0.0 0.9726
